Entity,Year,Country code,Total population (Gapminder),Life Expectancy (at birth) World Bank data,Health Expenditure and Financing (per capita)
Kazakhstan,1981,KAZ,15082186,66.70609756,
Kazakhstan,1982,KAZ,15248460,66.78780488,
Kazakhstan,1983,KAZ,15419454,67.66219512,
Kazakhstan,1984,KAZ,15596921,68.53658537,
Kazakhstan,1985,KAZ,15780002,68.53658537,
Kazakhstan,1986,KAZ,15972358,68.91341463,
Kazakhstan,1987,KAZ,16167918,69.2902439,
Kazakhstan,1988,KAZ,16344294,68.84878049,
Kazakhstan,1989,KAZ,16471823,68.2902439,
Kazakhstan,1990,KAZ,16530000,68.33658537,
Kazakhstan,1991,KAZ,16513480,67.98292683,
Kazakhstan,1992,KAZ,16430903,67.73170732,
Kazakhstan,1993,KAZ,16293800,66.72682927,
Kazakhstan,1994,KAZ,16120117,65.67317073,
Kazakhstan,1995,KAZ,15925853,64.9195122,
Kazakhstan,1996,KAZ,15712544,64.1097561,
Kazakhstan,1997,KAZ,15484686,64.46341463,
Kazakhstan,1998,KAZ,15265189,64.56097561,
Kazakhstan,1999,KAZ,15082372,65.5195122,
Kazakhstan,2000,KAZ,14956694,65.51707317,
Kazakhstan,2001,KAZ,14897666,65.76829268,
Kazakhstan,2002,KAZ,14901669,65.96829268,
Kazakhstan,2003,KAZ,14959072,65.86585366,
Kazakhstan,2004,KAZ,15053492,65.88780488,
Kazakhstan,2005,KAZ,15171805,65.9097561,
Kazakhstan,2006,KAZ,15312333,66.16097561,
Kazakhstan,2007,KAZ,15476093,66.50487805,
Kazakhstan,2008,KAZ,15655345,67.02195122,
Kazakhstan,2009,KAZ,15841096,68.42926829,
Kazakhstan,2010,KAZ,16026367,68.29536585,
Kazakhstan,2011,KAZ,16206750,68.98,
Kazakhstan,2012,KAZ,16381297,69.61,
Kazakhstan,2013,KAZ,16550975,70.45,
Kenya,1800,KEN,2574000,,
Kenya,1921,KEN,2574000,,
Kenya,1931,KEN,3041000,,
Kenya,1949,KEN,5406000,,
Kenya,1950,KEN,6076757,,
Kenya,1951,KEN,6240179,,
Kenya,1952,KEN,6412384,,
Kenya,1953,KEN,6593131,,
Kenya,1954,KEN,6782310,,
Kenya,1955,KEN,6979952,,
Kenya,1956,KEN,7186225,,
Kenya,1957,KEN,7401433,,
Kenya,1958,KEN,7626008,,
Kenya,1959,KEN,7860482,,
Kenya,1960,KEN,8105435,46.36241463,
Kenya,1961,KEN,8361428,47.013,
Kenya,1962,KEN,8628949,47.6522439,
Kenya,1963,KEN,8908388,48.2697561,
Kenya,1964,KEN,9200107,48.86109756,
Kenya,1965,KEN,9504635,49.4287561,
Kenya,1966,KEN,9822419,49.98168293,
Kenya,1967,KEN,10154382,50.53273171,
Kenya,1968,KEN,10502123,51.09082927,
Kenya,1969,KEN,10867576,51.65892683,
Kenya,1970,KEN,11252318,52.23302439,
Kenya,1971,KEN,11657321,52.80865854,
Kenya,1972,KEN,12082989,53.37785366,
Kenya,1973,KEN,12529622,53.93517073,
Kenya,1974,KEN,12997274,54.47956098,
Kenya,1975,KEN,13486116,55.02007317,
Kenya,1976,KEN,13995982,55.56914634,
Kenya,1977,KEN,14527391,56.13129268,
Kenya,1978,KEN,15081923,56.70295122,
Kenya,1979,KEN,15661593,57.27209756,
Kenya,1980,KEN,16267558,57.82017073,
Kenya,1981,KEN,16899958,58.32509756,
Kenya,1982,KEN,17557466,58.76487805,
Kenya,1983,KEN,18237830,59.1215122,
Kenya,1984,KEN,18937969,59.382,
Kenya,1985,KEN,19655192,59.54539024,
Kenya,1986,KEN,20387701,59.61570732,
Kenya,1987,KEN,21134404,59.60802439,
Kenya,1988,KEN,21894026,59.52743902,
Kenya,1989,KEN,22665447,59.3715122,
Kenya,1990,KEN,23447177,59.11534146,
Kenya,1991,KEN,24240108,58.72453659,
Kenya,1992,KEN,25042330,58.19109756,
Kenya,1993,KEN,25846436,57.5295122,
Kenya,1994,KEN,26642887,56.77078049,
Kenya,1995,KEN,27425720,55.95541463,
Kenya,1996,KEN,28191597,55.12795122,
Kenya,1997,KEN,28944780,54.34726829,
Kenya,1998,KEN,29696410,53.67219512,
Kenya,1999,KEN,30462154,53.15156098,
Kenya,2000,KEN,31253701,52.84012195,
Kenya,2001,KEN,32076186,52.77714634,
Kenya,2002,KEN,32927864,52.95246341,
Kenya,2003,KEN,33805301,53.34546341,
Kenya,2004,KEN,34702176,53.93460976,
Kenya,2005,KEN,35614576,54.69734146,
Kenya,2006,KEN,36540948,55.60119512,
Kenya,2007,KEN,37485246,56.59234146,
Kenya,2008,KEN,38455418,57.61304878,
Kenya,2009,KEN,39462188,58.61504878,
Kenya,2010,KEN,40512682,59.54707317,
Kenya,2011,KEN,41609728,60.37090244,
Kenya,2012,KEN,42749418,61.08317073,
Kenya,2013,KEN,43923719,61.68397561,
Kiribati,1800,KIR,17876,,
Kiribati,1820,KIR,17876,,
Kiribati,1950,KIR,26100,,
Kiribati,1951,KIR,26632,,
Kiribati,1952,KIR,27158,,
Kiribati,1953,KIR,27706,,
Kiribati,1954,KIR,28298,,
Kiribati,1955,KIR,28943,,
Kiribati,1956,KIR,29649,,
Kiribati,1957,KIR,30415,,
Kiribati,1958,KIR,31233,,
Kiribati,1959,KIR,32090,,
Kiribati,1960,KIR,32975,46.875,
Kiribati,1961,KIR,33880,47.325,
Kiribati,1962,KIR,34810,47.775,
Kiribati,1963,KIR,35777,48.225,
Kiribati,1964,KIR,36801,48.675,
Kiribati,1965,KIR,37895,49.125,
Kiribati,1966,KIR,39071,49.575,
Kiribati,1967,KIR,40314,50.025,
Kiribati,1968,KIR,41574,50.475,
Kiribati,1969,KIR,42782,50.925,
Kiribati,1970,KIR,43891,51.375,
Kiribati,1971,KIR,44881,51.825,
Kiribati,1972,KIR,45777,52.275,
Kiribati,1973,KIR,46629,52.725,
Kiribati,1974,KIR,47515,53.175,
Kiribati,1975,KIR,48491,53.6235122,
Kiribati,1976,KIR,49573,54.06809756,
Kiribati,1977,KIR,50750,54.51021951,
Kiribati,1978,KIR,52015,54.94987805,
Kiribati,1979,KIR,53350,55.391,
Kiribati,1980,KIR,54742,55.84204878,
Kiribati,1981,KIR,56180,56.31292683,
Kiribati,1982,KIR,57668,56.80858537,
Kiribati,1983,KIR,59223,57.32546341,
Kiribati,1984,KIR,60871,57.85956098,
Kiribati,1985,KIR,62620,58.39531707,
Kiribati,1986,KIR,64491,58.91417073,
Kiribati,1987,KIR,66457,59.40168293,
Kiribati,1988,KIR,68416,59.8504878,
Kiribati,1989,KIR,70239,60.25919512,
Kiribati,1990,KIR,71835,60.6375122,
Kiribati,1991,KIR,73163,61.00114634,
Kiribati,1992,KIR,74263,61.36819512,
Kiribati,1993,KIR,75227,61.75226829,
Kiribati,1994,KIR,76188,62.15687805,
Kiribati,1995,KIR,77248,62.57846341,
Kiribati,1996,KIR,78431,63.00839024,
Kiribati,1997,KIR,79713,63.4344878,
Kiribati,1998,KIR,81085,63.84507317,
Kiribati,1999,KIR,82524,64.23658537,
Kiribati,2000,KIR,84010,64.60646341,
Kiribati,2001,KIR,85550,64.9567561,
Kiribati,2002,KIR,87147,65.293,
Kiribati,2003,KIR,88776,65.6207561,
Kiribati,2004,KIR,90398,65.94302439,
Kiribati,2005,KIR,91988,66.26326829,
Kiribati,2006,KIR,93534,66.58395122,
Kiribati,2007,KIR,95043,66.90656098,
Kiribati,2008,KIR,96532,67.23058537,
Kiribati,2009,KIR,98027,67.557,
Kiribati,2010,KIR,99546,67.88382927,
Kiribati,2011,KIR,101093,68.20960976,
Kiribati,2012,KIR,102660,68.53234146,
Kiribati,2013,KIR,104251,68.84907317,
Korea,1970,,,,66.7592
Korea,1971,,,,62.9344
Korea,1972,,,,60.3042
Korea,1973,,,,58.3564
Korea,1974,,,,54.4368
Korea,1975,,,,86.3197
Korea,1976,,,,96.7781
Korea,1977,,,,101.5091
Korea,1978,,,,120.0487
Korea,1979,,,,166.8291
Korea,1980,,,,177.1629
Korea,1981,,,,194.2137
Korea,1982,,,,204.6142
Korea,1983,,,,221.4358
Korea,1984,,,,229.6374
Korea,1985,,,,247.7922
Korea,1986,,,,262.6692
Korea,1987,,,,284.914
Korea,1988,,,,329.3889
Korea,1989,,,,400.0955
Korea,1990,,,,428.9749
Korea,1991,,,,448.4251
Korea,1992,,,,487.7438
Korea,1993,,,,503.5979
Korea,1994,,,,518.4574
Korea,1995,,,,571.0775
Korea,1996,,,,641.2272
Korea,1997,,,,669.7538
Korea,1998,,,,652.5871
Korea,1999,,,,759.6593
Korea,2000,,,,831.826
Korea,2001,,,,968.6293
Korea,2002,,,,1001.7548
Korea,2003,,,,1100.1015
Korea,2004,,,,1160.5523
Korea,2005,,,,1287.7107
Korea,2006,,,,1455.1477
Korea,2007,,,,1578.6684
Korea,2008,,,,1660.3987
Korea,2009,,,,1813.1674
Korea,2010,,,,1951.3258
Korea,2011,,,,2031.3198
Korea,2012,,,,2112.3831
Korea,2013,,,,2227.8274
Korea,2014,,,,2379.9712
Korea,2015,,,,2480.2836
Kosovo,1981,OWID_KOS,,65.89756098,
Kosovo,1982,OWID_KOS,,66.19756098,
Kosovo,1983,OWID_KOS,,66.39756098,
Kosovo,1984,OWID_KOS,,66.59756098,
Kosovo,1985,OWID_KOS,,66.79756098,
Kosovo,1986,OWID_KOS,,66.99756098,
Kosovo,1987,OWID_KOS,,67.19756098,
Kosovo,1988,OWID_KOS,,67.39756098,
Kosovo,1989,OWID_KOS,,67.54878049,
Kosovo,1990,OWID_KOS,,67.74878049,
Kosovo,1991,OWID_KOS,,67.94878049,
Kosovo,1992,OWID_KOS,,68.1,
Kosovo,1993,OWID_KOS,,68.24878049,
Kosovo,1994,OWID_KOS,,68.4,
Kosovo,1995,OWID_KOS,,68.55121951,
Kosovo,1996,OWID_KOS,,68.7,
Kosovo,1997,OWID_KOS,,68.85121951,
Kosovo,1998,OWID_KOS,,68.95121951,
Kosovo,1999,OWID_KOS,,66.95121951,
Kosovo,2000,OWID_KOS,,67.95121951,
Kosovo,2001,OWID_KOS,,67.99756098,
Kosovo,2002,OWID_KOS,,67.94390244,
Kosovo,2003,OWID_KOS,,68.19512195,
Kosovo,2004,OWID_KOS,,68.44634146,
Kosovo,2005,OWID_KOS,,68.69512195,
Kosovo,2006,OWID_KOS,,68.94634146,
Kosovo,2007,OWID_KOS,,69.19756098,
Kosovo,2008,OWID_KOS,,69.39756098,
Kosovo,2009,OWID_KOS,,69.64878049,
Kosovo,2010,OWID_KOS,,69.9,
Kosovo,2011,OWID_KOS,,70.14878049,
Kosovo,2012,OWID_KOS,,70.49756098,
Kosovo,2013,OWID_KOS,,70.79756098,
Kuwait,1800,KWT,81280,,
Kuwait,1820,KWT,81280,,
Kuwait,1870,KWT,81280,,
Kuwait,1913,KWT,103226,,
Kuwait,1950,KWT,152251,,
Kuwait,1951,KWT,164017,,
Kuwait,1952,KWT,174287,,
Kuwait,1953,KWT,182833,,
Kuwait,1954,KWT,189856,,
Kuwait,1955,KWT,195987,,
Kuwait,1956,KWT,202317,,
Kuwait,1957,KWT,210366,,
Kuwait,1958,KWT,221984,,
Kuwait,1959,KWT,239197,,
Kuwait,1960,KWT,263718,60.34795122,
Kuwait,1961,KWT,296442,61.09056098,
Kuwait,1962,KWT,336991,61.79317073,
Kuwait,1963,KWT,383526,62.4557561,
Kuwait,1964,KWT,433288,63.08034146,
Kuwait,1965,KWT,484205,63.66890244,
Kuwait,1966,KWT,535698,64.22243902,
Kuwait,1967,KWT,588171,64.74297561,
Kuwait,1968,KWT,641694,65.23502439,
Kuwait,1969,KWT,696610,65.70112195,
Kuwait,1970,KWT,753142,66.14278049,
Kuwait,1971,KWT,811187,66.56004878,
Kuwait,1972,KWT,870446,66.95443902,
Kuwait,1973,KWT,930744,67.32795122,
Kuwait,1974,KWT,991885,67.68512195,
Kuwait,1975,KWT,1053753,68.02992683,
Kuwait,1976,KWT,1116083,68.36739024,
Kuwait,1977,KWT,1178930,68.70146341,
Kuwait,1978,KWT,1242872,69.03214634,
Kuwait,1979,KWT,1308718,69.36139024,
Kuwait,1980,KWT,1376963,69.68868293,
Kuwait,1981,KWT,1445699,70.01302439,
Kuwait,1982,KWT,1514013,70.33039024,
Kuwait,1983,KWT,1584310,70.63678049,
Kuwait,1984,KWT,1659961,70.92863415,
Kuwait,1985,KWT,1742083,71.20346341,
Kuwait,1986,KWT,1835819,71.45721951,
Kuwait,1987,KWT,1937316,71.68990244,
Kuwait,1988,KWT,2028166,71.90053659,
Kuwait,1989,KWT,2083550,72.09007317,
Kuwait,1990,KWT,2087687,72.25953659,
Kuwait,1991,KWT,2031004,72.41141463,
Kuwait,1992,KWT,1924077,72.54773171,
Kuwait,1993,KWT,1795976,72.6734878,
Kuwait,1994,KWT,1687552,72.78968293,
Kuwait,1995,KWT,1627911,72.89834146,
Kuwait,1996,KWT,1628120,73.00146341,
Kuwait,1997,KWT,1678812,73.09704878,
Kuwait,1998,KWT,1763693,73.18712195,
Kuwait,1999,KWT,1857217,73.27265854,
Kuwait,2000,KWT,1940786,73.35521951,
Kuwait,2001,KWT,2009588,73.43380488,
Kuwait,2002,KWT,2069816,73.51092683,
Kuwait,2003,KWT,2126786,73.58656098,
Kuwait,2004,KWT,2189485,73.66221951,
Kuwait,2005,KWT,2264014,73.73831707,
Kuwait,2006,KWT,2351441,73.81682927,
Kuwait,2007,KWT,2447818,73.89870732,
Kuwait,2008,KWT,2548351,73.98292683,
Kuwait,2009,KWT,2646286,74.07,
Kuwait,2010,KWT,2736732,74.16192683,
Kuwait,2011,KWT,2818042,74.2582439,
Kuwait,2012,KWT,2891553,74.359,
Kuwait,2013,KWT,2959015,74.4627561,
Kyrgyzstan,1800,KGZ,530343,,
Kyrgyzstan,1820,KGZ,530343,,
Kyrgyzstan,1950,KGZ,1740000,,
Kyrgyzstan,1951,KGZ,1763226,,
Kyrgyzstan,1952,KGZ,1791952,,
Kyrgyzstan,1953,KGZ,1825123,,
Kyrgyzstan,1954,KGZ,1862068,,
Kyrgyzstan,1955,KGZ,1902499,,
Kyrgyzstan,1956,KGZ,1946540,,
Kyrgyzstan,1957,KGZ,1994697,,
Kyrgyzstan,1958,KGZ,2047784,,
Kyrgyzstan,1959,KGZ,2106792,,
Kyrgyzstan,1960,KGZ,2172500,56.12807317,
Kyrgyzstan,1961,KGZ,2245062,56.56412195,
Kyrgyzstan,1962,KGZ,2323642,57.00265854,
Kyrgyzstan,1963,KGZ,2406263,57.44319512,
Kyrgyzstan,1964,KGZ,2490244,57.8822439,
Kyrgyzstan,1965,KGZ,2573494,58.31526829,
Kyrgyzstan,1966,KGZ,2655349,58.73829268,
Kyrgyzstan,1967,KGZ,2735838,59.14631707,
Kyrgyzstan,1968,KGZ,2814423,59.53585366,
Kyrgyzstan,1969,KGZ,2890720,59.90387805,
Kyrgyzstan,1970,KGZ,2964499,60.24490244,
Kyrgyzstan,1971,KGZ,3035474,60.55441463,
Kyrgyzstan,1972,KGZ,3103694,60.83541463,
Kyrgyzstan,1973,KGZ,3169771,61.09290244,
Kyrgyzstan,1974,KGZ,3234611,61.33290244,
Kyrgyzstan,1975,KGZ,3299001,61.56485366,
Kyrgyzstan,1976,KGZ,3362961,61.7972439,
Kyrgyzstan,1977,KGZ,3426646,62.04007317,
Kyrgyzstan,1978,KGZ,3491143,62.30090244,
Kyrgyzstan,1979,KGZ,3557793,62.5857561,
Kyrgyzstan,1980,KGZ,3627499,62.90378049,
Kyrgyzstan,1981,KGZ,3700312,63.26363415,
Kyrgyzstan,1982,KGZ,3775764,63.65887805,
Kyrgyzstan,1983,KGZ,3853514,64.0775122,
Kyrgyzstan,1984,KGZ,3933002,64.50492683,
Kyrgyzstan,1985,KGZ,4013498,64.91895122,
Kyrgyzstan,1986,KGZ,4095873,65.29378049,
Kyrgyzstan,1987,KGZ,4179484,65.61119512,
Kyrgyzstan,1988,KGZ,4260325,65.85858537,
Kyrgyzstan,1989,KGZ,4333114,67.90731707,
Kyrgyzstan,1990,KGZ,4394502,68.29756098,
Kyrgyzstan,1991,KGZ,4441582,68.55121951,
Kyrgyzstan,1992,KGZ,4476402,68.10243902,
Kyrgyzstan,1993,KGZ,4506563,67.19268293,
Kyrgyzstan,1994,KGZ,4542747,66.03902439,
Kyrgyzstan,1995,KGZ,4592135,65.7902439,
Kyrgyzstan,1996,KGZ,4658815,66.54390244,
Kyrgyzstan,1997,KGZ,4739263,66.89268293,
Kyrgyzstan,1998,KGZ,4823870,67.05121951,
Kyrgyzstan,1999,KGZ,4898865,67.00243902,
Kyrgyzstan,2000,KGZ,4954850,68.55853659,
Kyrgyzstan,2001,KGZ,4987944,68.70731707,
Kyrgyzstan,2002,KGZ,5002691,68.10731707,
Kyrgyzstan,2003,KGZ,5008348,68.25609756,
Kyrgyzstan,2004,KGZ,5018366,68.15365854,
Kyrgyzstan,2005,KGZ,5042381,67.95609756,
Kyrgyzstan,2006,KGZ,5083724,67.69512195,
Kyrgyzstan,2007,KGZ,5139213,67.84634146,
Kyrgyzstan,2008,KGZ,5204104,68.45121951,
Kyrgyzstan,2009,KGZ,5270894,69.10243902,
Kyrgyzstan,2010,KGZ,5334223,69.3,
Kyrgyzstan,2011,KGZ,5392580,69.60243902,
Kyrgyzstan,2012,KGZ,5448085,70.00243902,
Kyrgyzstan,2013,KGZ,5503253,70.20243902,
Laos,1800,LAO,470000,,
Laos,1820,LAO,470000,,
Laos,1870,LAO,755000,,
Laos,1913,LAO,1387000,,
Laos,1950,LAO,1682917,,
Laos,1951,LAO,1724429,,
Laos,1952,LAO,1766485,,
Laos,1953,LAO,1809151,,
Laos,1954,LAO,1852491,,
Laos,1955,LAO,1896569,,
Laos,1956,LAO,1941441,,
Laos,1957,LAO,1987164,,
Laos,1958,LAO,2033789,,
Laos,1959,LAO,2081371,,
Laos,1960,LAO,2129968,43.19292683,
Laos,1961,LAO,2179647,43.4965122,
Laos,1962,LAO,2230493,43.79860976,
Laos,1963,LAO,2282604,44.09970732,
Laos,1964,LAO,2336091,44.39880488,
Laos,1965,LAO,2391060,44.69792683,
Laos,1966,LAO,2447006,44.999,
Laos,1967,LAO,2503880,45.30256098,
Laos,1968,LAO,2562718,45.60960976,
Laos,1969,LAO,2624932,45.91812195,
Laos,1970,LAO,2691207,46.22665854,
Laos,1971,LAO,2762977,46.53073171,
Laos,1972,LAO,2839169,46.82836585,
Laos,1973,LAO,2914999,47.11856098,
Laos,1974,LAO,2983956,47.40078049,
Laos,1975,LAO,3041847,47.6744878,
Laos,1976,LAO,3086518,47.93863415,
Laos,1977,LAO,3120663,48.19663415,
Laos,1978,LAO,3150906,48.456,
Laos,1979,LAO,3186599,48.72270732,
Laos,1980,LAO,3234555,49.00480488,
Laos,1981,LAO,3296978,49.30985366,
Laos,1982,LAO,3372093,49.64292683,
Laos,1983,LAO,3457860,50.01356098,
Laos,1984,LAO,3550669,50.4272439,
Laos,1985,LAO,3647754,50.89597561,
Laos,1986,LAO,3748525,51.42768293,
Laos,1987,LAO,3853600,52.02182927,
Laos,1988,LAO,3962714,52.67285366,
Laos,1989,LAO,4075767,53.3747561,
Laos,1990,LAO,4192414,54.11956098,
Laos,1991,LAO,4312348,54.89780488,
Laos,1992,LAO,4434570,55.69653659,
Laos,1993,LAO,4557216,56.50129268,
Laos,1994,LAO,4677981,57.29909756,
Laos,1995,LAO,4795112,58.08146341,
Laos,1996,LAO,4907960,58.84141463,
Laos,1997,LAO,5016576,59.58039024,
Laos,1998,LAO,5120845,60.29590244,
Laos,1999,LAO,5220920,60.98543902,
Laos,2000,LAO,5317060,61.64446341,
Laos,2001,LAO,5408912,62.27,
Laos,2002,LAO,5496700,62.86602439,
Laos,2003,LAO,5582028,63.43504878,
Laos,2004,LAO,5667055,63.97853659,
Laos,2005,LAO,5753341,64.50046341,
Laos,2006,LAO,5841572,65.00382927,
Laos,2007,LAO,5931385,65.49158537,
Laos,2008,LAO,6022001,65.96878049,
Laos,2009,LAO,6112143,66.43639024,
Laos,2010,LAO,6200894,66.89843902,
Laos,2011,LAO,6288037,67.35495122,
Laos,2012,LAO,6373934,67.80592683,
Laos,2013,LAO,6458911,68.24941463,
Latin America & Caribbean (all income levels),1960,,,56.22360906,
Latin America & Caribbean (all income levels),1961,,,56.69509266,
Latin America & Caribbean (all income levels),1962,,,57.14354269,
Latin America & Caribbean (all income levels),1963,,,57.56979555,
Latin America & Caribbean (all income levels),1964,,,57.97732677,
Latin America & Caribbean (all income levels),1965,,,58.37091681,
Latin America & Caribbean (all income levels),1966,,,58.75659361,
Latin America & Caribbean (all income levels),1967,,,59.14016358,
Latin America & Caribbean (all income levels),1968,,,59.52731859,
Latin America & Caribbean (all income levels),1969,,,59.92268487,
Latin America & Caribbean (all income levels),1970,,,60.32916646,
Latin America & Caribbean (all income levels),1971,,,60.74794508,
Latin America & Caribbean (all income levels),1972,,,61.17513092,
Latin America & Caribbean (all income levels),1973,,,61.60715553,
Latin America & Caribbean (all income levels),1974,,,62.04129522,
Latin America & Caribbean (all income levels),1975,,,62.47427241,
Latin America & Caribbean (all income levels),1976,,,62.90415446,
Latin America & Caribbean (all income levels),1977,,,63.32899251,
Latin America & Caribbean (all income levels),1978,,,63.74747304,
Latin America & Caribbean (all income levels),1979,,,64.15894883,
Latin America & Caribbean (all income levels),1980,,,64.56257067,
Latin America & Caribbean (all income levels),1981,,,64.95910283,
Latin America & Caribbean (all income levels),1982,,,65.3509896,
Latin America & Caribbean (all income levels),1983,,,65.73615669,
Latin America & Caribbean (all income levels),1984,,,66.11816131,
Latin America & Caribbean (all income levels),1985,,,66.49555855,
Latin America & Caribbean (all income levels),1986,,,66.86784191,
Latin America & Caribbean (all income levels),1987,,,67.23478927,
Latin America & Caribbean (all income levels),1988,,,67.59472977,
Latin America & Caribbean (all income levels),1989,,,67.94968837,
Latin America & Caribbean (all income levels),1990,,,68.30054746,
Latin America & Caribbean (all income levels),1991,,,68.6494418,
Latin America & Caribbean (all income levels),1992,,,68.99813595,
Latin America & Caribbean (all income levels),1993,,,69.34478651,
Latin America & Caribbean (all income levels),1994,,,69.69095467,
Latin America & Caribbean (all income levels),1995,,,70.03354097,
Latin America & Caribbean (all income levels),1996,,,70.36989552,
Latin America & Caribbean (all income levels),1997,,,70.69842872,
Latin America & Caribbean (all income levels),1998,,,71.01427528,
Latin America & Caribbean (all income levels),1999,,,71.31890683,
Latin America & Caribbean (all income levels),2000,,,71.61764971,
Latin America & Caribbean (all income levels),2001,,,71.8972419,
Latin America & Caribbean (all income levels),2002,,,72.16890293,
Latin America & Caribbean (all income levels),2003,,,72.42910954,
Latin America & Caribbean (all income levels),2004,,,72.68273121,
Latin America & Caribbean (all income levels),2005,,,72.93258587,
Latin America & Caribbean (all income levels),2006,,,73.18073539,
Latin America & Caribbean (all income levels),2007,,,73.42637981,
Latin America & Caribbean (all income levels),2008,,,73.67205799,
Latin America & Caribbean (all income levels),2009,,,73.9127437,
Latin America & Caribbean (all income levels),2010,,,74.15673601,
Latin America & Caribbean (all income levels),2011,,,74.40124685,
Latin America & Caribbean (all income levels),2012,,,74.6419258,
Latin America & Caribbean (all income levels),2013,,,74.88023853,
Latin America & Caribbean (developing only),1960,,,54.6143235,
Latin America & Caribbean (developing only),1961,,,55.14804357,
Latin America & Caribbean (developing only),1962,,,55.65508241,
Latin America & Caribbean (developing only),1963,,,56.13515362,
Latin America & Caribbean (developing only),1964,,,56.59118885,
Latin America & Caribbean (developing only),1965,,,57.02740512,
Latin America & Caribbean (developing only),1966,,,57.44993187,
Latin America & Caribbean (developing only),1967,,,57.86550633,
Latin America & Caribbean (developing only),1968,,,58.28092934,
Latin America & Caribbean (developing only),1969,,,58.70132838,
Latin America & Caribbean (developing only),1970,,,59.13042873,
Latin America & Caribbean (developing only),1971,,,59.57038652,
Latin America & Caribbean (developing only),1972,,,60.01822526,
Latin America & Caribbean (developing only),1973,,,60.47076361,
Latin America & Caribbean (developing only),1974,,,60.92619702,
Latin America & Caribbean (developing only),1975,,,61.38100432,
Latin America & Caribbean (developing only),1976,,,61.83290907,
Latin America & Caribbean (developing only),1977,,,62.27948332,
Latin America & Caribbean (developing only),1978,,,62.71891764,
Latin America & Caribbean (developing only),1979,,,63.15097396,
Latin America & Caribbean (developing only),1980,,,63.57509138,
Latin America & Caribbean (developing only),1981,,,63.99287581,
Latin America & Caribbean (developing only),1982,,,64.40763156,
Latin America & Caribbean (developing only),1983,,,64.81638206,
Latin America & Caribbean (developing only),1984,,,65.22421399,
Latin America & Caribbean (developing only),1985,,,65.62913768,
Latin America & Caribbean (developing only),1986,,,66.03010584,
Latin America & Caribbean (developing only),1987,,,66.42686155,
Latin America & Caribbean (developing only),1988,,,66.81598617,
Latin America & Caribbean (developing only),1989,,,67.20065427,
Latin America & Caribbean (developing only),1990,,,67.58138188,
Latin America & Caribbean (developing only),1991,,,67.96049411,
Latin America & Caribbean (developing only),1992,,,68.34057878,
Latin America & Caribbean (developing only),1993,,,68.7180428,
Latin America & Caribbean (developing only),1994,,,69.0952912,
Latin America & Caribbean (developing only),1995,,,69.46780655,
Latin America & Caribbean (developing only),1996,,,69.83177231,
Latin America & Caribbean (developing only),1997,,,70.18542396,
Latin America & Caribbean (developing only),1998,,,70.52260396,
Latin America & Caribbean (developing only),1999,,,70.84545427,
Latin America & Caribbean (developing only),2000,,,71.15292489,
Latin America & Caribbean (developing only),2001,,,71.44533782,
Latin America & Caribbean (developing only),2002,,,71.72676153,
Latin America & Caribbean (developing only),2003,,,71.99871886,
Latin America & Caribbean (developing only),2004,,,72.26580724,
Latin America & Caribbean (developing only),2005,,,72.52970275,
Latin America & Caribbean (developing only),2006,,,72.79196587,
Latin America & Caribbean (developing only),2007,,,73.05278959,
Latin America & Caribbean (developing only),2008,,,73.3129284,
Latin America & Caribbean (developing only),2009,,,73.5716364,
Latin America & Caribbean (developing only),2010,,,73.82941729,
Latin America & Caribbean (developing only),2011,,,74.08586574,
Latin America & Caribbean (developing only),2012,,,74.33956223,
Latin America & Caribbean (developing only),2013,,,74.58952112,
Latvia,1800,LVA,590588,,
Latvia,1820,LVA,590588,,
Latvia,1950,LVA,1949000,,
Latvia,1951,LVA,1954910,,
Latvia,1952,LVA,1965231,,
Latvia,1953,LVA,1979138,,
Latvia,1954,LVA,1995922,,
Latvia,1955,LVA,2014992,,
Latvia,1956,LVA,2035877,,
Latvia,1957,LVA,2058224,,
Latvia,1958,LVA,2081785,,
Latvia,1959,LVA,2106392,,
Latvia,1960,LVA,2131890,69.78682927,
Latvia,1961,LVA,2158063,70.03243902,
Latvia,1962,LVA,2184569,69.4304878,
Latvia,1963,LVA,2210916,69.82902439,
Latvia,1964,LVA,2236535,71.02804878,
Latvia,1965,LVA,2261016,70.72658537,
Latvia,1966,LVA,2284026,70.70731707,
Latvia,1967,LVA,2305578,70.39390244,
Latvia,1968,LVA,2326027,70.04292683,
Latvia,1969,LVA,2345942,69.79682927,
Latvia,1970,LVA,2365705,69.83536585,..
Latvia,1971,LVA,2385524,70.16463415,..
Latvia,1972,LVA,2405177,69.87878049,..
Latvia,1973,LVA,2424107,69.81341463,..
Latvia,1974,LVA,2441537,69.74097561,..
Latvia,1975,LVA,2456971,68.92536585,..
Latvia,1976,LVA,2470206,69.04780488,..
Latvia,1977,LVA,2481606,69.10463415,..
Latvia,1978,LVA,2491929,68.98780488,..
Latvia,1979,LVA,2502245,68.49560976,..
Latvia,1980,LVA,2513349,68.80853659,..
Latvia,1981,LVA,2524804,68.78634146,..
Latvia,1982,LVA,2536323,69.32829268,..
Latvia,1983,LVA,2548940,69.11902439,..
Latvia,1984,LVA,2563992,69.16292683,..
Latvia,1985,LVA,2582011,69.29146341,..
Latvia,1986,LVA,2604319,70.62243902,..
